s,kg,kg,kg,kg,kg
Time,Total,NITROGEN,OXYGEN,CARBON DIOXIDE,WATER VAPOR
 1.3740097E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.3803342E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.3866588E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.3921927E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.3985173E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4040512E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4103758E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4167004E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4222343E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4285590E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4340929E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4404175E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4467421E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4522760E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4586006E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4641345E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4704591E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4767836E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4823177E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4886423E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.4941762E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5005008E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5060347E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5123593E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5186838E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5242178E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5305424E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5360764E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5424010E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5487254E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5542595E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5605840E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5661180E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5724426E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5787671E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5843011E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5906256E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.5961597E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6024841E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6080182E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6143428E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6206673E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6262013E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6325258E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6380598E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6443843E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6507089E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6562430E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6625674E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6681015E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6744260E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6807506E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6862846E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6926091E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.6981432E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7044676E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7100017E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7163261E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7226508E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7281848E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7345093E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7400433E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7463678E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7526924E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7582263E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7645509E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7700850E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7764095E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7827341E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7882680E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.7945926E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8001265E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8064511E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8127757E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8183096E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8246342E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8301682E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8364928E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8420267E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8483513E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8546759E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8602098E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8665344E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8720683E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8783929E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8847176E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8902515E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.8965761E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9021100E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9084346E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9147591E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9202931E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9266177E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9321516E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9384763E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9440102E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9503348E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9566592E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9621933E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9685179E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9740518E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9803764E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9867009E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9922350E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 1.9985594E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0040935E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0104181E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0167426E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0222766E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0286011E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0341351E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0404596E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0467842E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0523183E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0586427E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0641768E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0705013E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0760353E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0823598E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0886844E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.0942184E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1005429E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1060770E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1124014E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1187260E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1242599E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1305846E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1361186E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1424431E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1487677E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1543016E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1606262E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1661601E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1724847E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1780188E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1843433E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1906679E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.1962018E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2025264E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2080603E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2143849E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2207095E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2262434E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2325681E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2381020E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2444266E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2507512E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2562851E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2626097E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2681436E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2744682E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2800021E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2863268E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2926514E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.2981853E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3045099E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3100438E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3163684E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3226929E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3282269E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3345515E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3400854E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3464101E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3527345E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3582686E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3645930E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3701271E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3764517E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3827762E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3883102E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.3946347E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4001688E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4064932E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4120273E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4183519E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4246764E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4302104E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4365349E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4420689E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4483934E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4547180E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4602521E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4665765E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4721106E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4784351E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4847597E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4902937E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.4966182E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5021523E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5084767E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5140108E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5203352E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5266599E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5321939E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5385184E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5440524E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5503769E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5567015E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5622354E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5685602E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5740939E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5804187E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5867432E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5922772E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.5986017E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6041357E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6104602E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6167847E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6223187E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6286432E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6341772E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6405017E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6460358E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6523605E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6586850E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6642191E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6705435E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6760776E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6824020E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6887265E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.6942606E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7005850E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7061191E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7124435E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7187683E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7243021E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7306268E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7361609E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7424854E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7480194E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7543439E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
 2.7606683E+002, 9.5714715E-003, 7.2979609E-003, 2.2109855E-003, 5.6611915E-006, 5.6863959E-005
