s,m/s,m/s,m/s,Pa,m/s,,,,
Time,"u-vel","v-vel","w-vel","pres","error","iter","scarc-iter","scarc-rate","scarc-res"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6394955E-003, 2.9302860E-001, 0.0000000E+000, 3.5228480E-002, 1.6785209E+001, 1.3877788E-017, 1.0000000E+001, 0.0000000E+000, 0.0000000E+000, 8.3235371E-009
 5.2789910E-003, 2.9156346E-001, 0.0000000E+000, 3.5400587E-002,-9.3712549E-002, 1.3877788E-017, 1.0000000E+000, 6.0000000E+001, 5.9584105E-001, 9.1271299E-009
 7.9184865E-003, 2.9000394E-001, 0.0000000E+000, 3.5571940E-002,-9.6265806E-002, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.0932030E-001, 6.9338865E-009
 1.0557982E-002, 2.8834719E-001, 0.0000000E+000, 3.5743695E-002,-9.8870911E-002, 2.7755576E-017, 1.0000000E+000, 5.3000000E+001, 6.1227630E-001, 7.3972895E-009
 1.3461427E-002, 2.8640978E-001, 0.0000000E+000, 3.5933186E-002,-1.0142592E-001, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.1380761E-001, 7.6254018E-009
 1.6364872E-002, 2.8434921E-001, 0.0000000E+000, 3.6123298E-002,-1.0433762E-001, 2.7755576E-017, 1.0000000E+000, 5.3000000E+001, 6.1538285E-001, 6.9769085E-009
 1.9558662E-002, 2.8193813E-001, 0.0000000E+000, 3.6333149E-002,-1.0716560E-001, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.1590754E-001, 6.7699983E-009
 2.2752451E-002, 2.7937378E-001, 0.0000000E+000, 3.6543704E-002,-1.1037290E-001, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.1659010E-001, 6.5119316E-009
 2.6265620E-002, 2.7637510E-001, 0.0000000E+000, 3.6776027E-002,-1.1344650E-001, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.1536640E-001, 6.5850076E-009
 2.9778788E-002, 2.7318990E-001, 0.0000000E+000, 3.7008931E-002,-1.1691003E-001, 2.7755576E-017, 1.0000000E+000, 5.3000000E+001, 6.1317667E-001, 6.0444962E-009
 3.3643274E-002, 2.6947233E-001, 0.0000000E+000, 3.7265584E-002,-1.2017522E-001, 2.7755576E-017, 1.0000000E+000, 5.3000000E+001, 6.1196705E-001, 6.7095670E-009
 3.7507759E-002, 2.6553352E-001, 0.0000000E+000, 3.7522451E-002,-1.2382960E-001, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.1098487E-001, 6.9808726E-009
 4.1372245E-002, 2.6137788E-001, 0.0000000E+000, 3.7779271E-002,-1.2737892E-001, 2.7755576E-017, 1.0000000E+000, 5.3000000E+001, 6.0980499E-001, 6.9612291E-009
 4.5236730E-002, 2.5701100E-001, 0.0000000E+000, 3.8035790E-002,-1.3081079E-001, 2.7755576E-017, 1.0000000E+000, 5.3000000E+001, 6.0884286E-001, 6.9676203E-009
 4.9487664E-002, 2.5197141E-001, 0.0000000E+000, 3.8317336E-002,-1.3393951E-001, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.0804938E-001, 7.6899057E-009
 5.3738598E-002, 2.4371461E-001, 0.0000000E+000, 3.8022013E-002,-2.4555621E-001, 1.3877788E-017, 1.0000000E+000, 5.6000000E+001, 6.0889622E-001, 4.6296713E-009
 5.7989532E-002, 2.3502218E-001, 0.0000000E+000, 3.7660356E-002,-2.5734630E-001, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.0885786E-001, 9.9669707E-009
 6.2240466E-002, 2.2622279E-001, 0.0000000E+000, 3.7289063E-002,-2.5779378E-001, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.0841376E-001, 9.6218528E-009
 6.6916493E-002, 2.1632780E-001, 0.0000000E+000, 3.6846356E-002,-2.6161054E-001, 1.3877788E-017, 1.0000000E+000, 5.4000000E+001, 6.0680493E-001, 5.6929350E-009
 7.1592520E-002, 2.0636416E-001, 0.0000000E+000, 3.6391482E-002,-2.6139569E-001, 1.3877788E-017, 1.0000000E+000, 5.4000000E+001, 6.0552271E-001, 5.1321844E-009
 7.6268547E-002, 1.9650931E-001, 0.0000000E+000, 3.5953247E-002,-2.5594940E-001, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.0531788E-001, 8.4211620E-009
 8.0944575E-002, 1.8648894E-001, 0.0000000E+000, 3.5474505E-002,-2.6017761E-001, 2.7755576E-017, 1.0000000E+000, 5.4000000E+001, 6.0685832E-001, 6.0054624E-009
 8.5620602E-002, 1.7663171E-001, 0.0000000E+000, 3.5012588E-002,-2.5416819E-001, 1.3877788E-017, 1.0000000E+000, 5.3000000E+001, 6.0401183E-001, 7.8262006E-009
 9.0296629E-002, 1.6666081E-001, 0.0000000E+000, 3.4510461E-002,-2.5787787E-001, 1.3877788E-017, 1.0000000E+000, 5.4000000E+001, 6.0526169E-001, 5.4632760E-009
